gesture,foot,direction,camera,first/second,timestamp
TapInFrontOfTheOtherFoot,leftfoot,RecordingForth,cam2,first,1676934539961
TapInFrontOfTheOtherFoot,leftfoot,RecordingForth,cam2,second,1676934542161
Delay,rightfoot,RecordingBack,cam1,first,1676934480806
Delay,rightfoot,RecordingBack,cam1,second,1676934483439
Delay,rightfoot,RecordingBack,cam2,first,1676934480706
Delay,rightfoot,RecordingBack,cam2,second,1676934483106
Delay,rightfoot,RecordingForth,cam1,first,1676934471476
Delay,rightfoot,RecordingForth,cam1,second,1676934474009
Delay,rightfoot,RecordingForth,cam2,first,1676934471609
Delay,rightfoot,RecordingForth,cam2,second,1676934474109
Delay,leftfoot,RecordingBack,cam1,first,1676934460460
Delay,leftfoot,RecordingBack,cam2,first,1676934460460
Delay,leftfoot,RecordingBack,cam2,second,1676934462860
Delay,leftfoot,RecordingForth,cam1,first,1676934450908
Delay,leftfoot,RecordingForth,cam1,second,1676934453208
Delay,leftfoot,RecordingForth,cam2,first,1676934450808
Delay,leftfoot,RecordingForth,cam2,second,1676934453108
BendingBehind,rightfoot,RecordingBack,cam1,first,1676934385855
BendingBehind,rightfoot,RecordingBack,cam1,second,1676934388255
BendingBehind,rightfoot,RecordingBack,cam2,first,1676934385722
BendingBehind,rightfoot,RecordingBack,cam2,second,1676934388189
BendingBehind,rightfoot,RecordingForth,cam1,first,1676934376849
BendingBehind,rightfoot,RecordingForth,cam1,second,1676934379016
BendingBehind,rightfoot,RecordingForth,cam2,first,1676934376782
BendingBehind,rightfoot,RecordingForth,cam2,second,1676934379016
BendingBehind,leftfoot,RecordingBack,cam1,first,1676934364863
BendingBehind,leftfoot,RecordingBack,cam1,second,1676934367130
BendingBehind,leftfoot,RecordingBack,cam2,first,1676934364797
BendingBehind,leftfoot,RecordingBack,cam2,second,1676934367097
BendingBehind,leftfoot,RecordingForth,cam1,first,1676934356178
BendingBehind,leftfoot,RecordingForth,cam1,second,1676934358478
BendingBehind,leftfoot,RecordingForth,cam2,first,1676934356278
BendingBehind,leftfoot,RecordingForth,cam2,second,1676934358612
LiftInFront,rightfoot,RecordingBack,cam1,first,1676934299324
LiftInFront,rightfoot,RecordingBack,cam2,first,1676934299123
LiftInFront,rightfoot,RecordingBack,cam2,second,1676934301490
LiftInFront,rightfoot,RecordingForth,cam1,first,1676934291049
LiftInFront,rightfoot,RecordingForth,cam1,second,1676934293282
LiftInFront,rightfoot,RecordingForth,cam2,first,1676934291115
LiftInFront,leftfoot,RecordingBack,cam1,first,1676934279266
LiftInFront,leftfoot,RecordingBack,cam1,second,1676934281633
LiftInFront,leftfoot,RecordingBack,cam2,first,1676934279233
LiftInFront,leftfoot,RecordingBack,cam2,second,1676934281533
LiftInFront,leftfoot,RecordingForth,cam1,first,1676934270547
LiftInFront,leftfoot,RecordingForth,cam1,second,1676934273047
LiftInFront,leftfoot,RecordingForth,cam2,first,1676934270580
LiftInFront,leftfoot,RecordingForth,cam2,second,1676934272880
KickForward,rightfoot,RecordingBack,cam1,first,1676934209138
KickForward,rightfoot,RecordingBack,cam2,first,1676934209238
KickForward,rightfoot,RecordingBack,cam2,second,1676934211438
KickForward,rightfoot,RecordingForth,cam1,first,1676934200275
KickForward,rightfoot,RecordingForth,cam1,second,1676934202608
KickForward,rightfoot,RecordingForth,cam2,first,1676934200275
KickForward,leftfoot,RecordingBack,cam1,first,1676934189479
KickForward,leftfoot,RecordingBack,cam2,first,1676934189279
KickForward,leftfoot,RecordingBack,cam2,second,1676934191512
KickForward,leftfoot,RecordingForth,cam1,first,1676934179661
KickForward,leftfoot,RecordingForth,cam1,second,1676934181994
KickForward,leftfoot,RecordingForth,cam2,first,1676934179994
KickForward,leftfoot,RecordingForth,cam2,second,1676934182061
KickOutward,rightfoot,RecordingBack,cam1,first,1676934076335
KickOutward,rightfoot,RecordingBack,cam1,second,1676934078602
KickOutward,rightfoot,RecordingBack,cam2,first,1676934076202
KickOutward,rightfoot,RecordingBack,cam2,second,1676934078602
KickOutward,rightfoot,RecordingForth,cam1,first,1676934067662
KickOutward,rightfoot,RecordingForth,cam1,second,1676934070028
KickOutward,rightfoot,RecordingForth,cam2,first,1676934067662
KickOutward,rightfoot,RecordingForth,cam2,second,1676934070095
KickOutward,leftfoot,RecordingBack,cam1,first,1676934055132
KickOutward,leftfoot,RecordingBack,cam1,second,1676934057432
KickOutward,leftfoot,RecordingBack,cam2,first,1676934055032
KickOutward,leftfoot,RecordingBack,cam2,second,1676934057366
KickOutward,leftfoot,RecordingForth,cam1,first,1676934045083
KickOutward,leftfoot,RecordingForth,cam1,second,1676934047449
KickOutward,leftfoot,RecordingForth,cam2,first,1676934044949
KickOutward,leftfoot,RecordingForth,cam2,second,1676934047449
KickInward,leftfoot,RecordingBack,cam1,first,1676933981297
KickInward,leftfoot,RecordingBack,cam2,first,1676933981230
KickInward,leftfoot,RecordingBack,cam2,second,1676933983397
KickInward,leftfoot,RecordingForth,cam1,first,1676933971211
KickInward,leftfoot,RecordingForth,cam1,second,1676933973611
KickInward,leftfoot,RecordingForth,cam2,first,1676933971078
KickInward,leftfoot,RecordingForth,cam2,second,1676933973644
KickInward,rightfoot,RecordingBack,cam1,first,1676933959151
KickInward,rightfoot,RecordingBack,cam2,first,1676933959117
KickInward,rightfoot,RecordingBack,cam2,second,1676933961451
KickInward,rightfoot,RecordingForth,cam1,first,1676933949778
KickInward,rightfoot,RecordingForth,cam1,second,1676933951911
KickInward,rightfoot,RecordingForth,cam2,first,1676933949911
KickInward,rightfoot,RecordingForth,cam2,second,1676933952211
TapWithHeel,rightfoot,RecordingBack,cam1,first,1676933863477
TapWithHeel,rightfoot,RecordingBack,cam2,first,1676933863444
TapWithHeel,rightfoot,RecordingBack,cam2,second,1676933865744
TapWithHeel,rightfoot,RecordingForth,cam1,first,1676933853393
TapWithHeel,rightfoot,RecordingForth,cam1,second,1676933856026
TapWithHeel,rightfoot,RecordingForth,cam2,first,1676933853593
TapWithHeel,rightfoot,RecordingForth,cam2,second,1676933855926
TapWithHeel,leftfoot,RecordingBack,cam1,first,1676933842117
TapWithHeel,leftfoot,RecordingBack,cam2,first,1676933841617
TapWithHeel,leftfoot,RecordingBack,cam2,second,1676933844317
TapWithHeel,leftfoot,RecordingForth,cam1,first,1676933832767
TapWithHeel,leftfoot,RecordingForth,cam1,second,1676933834967
TapWithHeel,leftfoot,RecordingForth,cam2,first,1676933832634
TapWithHeel,leftfoot,RecordingForth,cam2,second,1676933834967
TapWithFootRotatedOutwards,rightfoot,RecordingBack,cam1,first,1676933534810
TapWithFootRotatedOutwards,rightfoot,RecordingBack,cam2,first,1676933534377
TapWithFootRotatedOutwards,rightfoot,RecordingBack,cam2,second,1676933536810
TapWithFootRotatedOutwards,rightfoot,RecordingForth,cam1,first,1676933526037
TapWithFootRotatedOutwards,rightfoot,RecordingForth,cam1,second,1676933528203
TapWithFootRotatedOutwards,rightfoot,RecordingForth,cam2,first,1676933526004
TapWithFootRotatedOutwards,rightfoot,RecordingForth,cam2,second,1676933528170
TapWithFootRotatedOutwards,leftfoot,RecordingBack,cam1,first,1676933490974
TapWithFootRotatedOutwards,leftfoot,RecordingBack,cam2,first,1676933490941
TapWithFootRotatedOutwards,leftfoot,RecordingBack,cam2,second,1676933493107
TapWithFootRotatedOutwards,leftfoot,RecordingForth,cam1,first,1676933481776
TapWithFootRotatedOutwards,leftfoot,RecordingForth,cam1,second,1676933484176
TapWithFootRotatedOutwards,leftfoot,RecordingForth,cam2,first,1676933481676
TapWithFootRotatedOutwards,leftfoot,RecordingForth,cam2,second,1676933484242
ToeTapInFront,rightfoot,RecordingBack,cam1,first,1676933416846
ToeTapInFront,rightfoot,RecordingBack,cam2,first,1676933416546
ToeTapInFront,rightfoot,RecordingBack,cam2,second,1676933419046
ToeTapInFront,rightfoot,RecordingForth,cam1,first,1676933407806
ToeTapInFront,rightfoot,RecordingForth,cam1,second,1676933410272
ToeTapInFront,rightfoot,RecordingForth,cam2,first,1676933407772
ToeTapInFront,rightfoot,RecordingForth,cam2,second,1676933410172
ToeTapInFront,leftfoot,RecordingBack,cam1,first,1676933377584
ToeTapInFront,leftfoot,RecordingBack,cam1,second,1676933379751
ToeTapInFront,leftfoot,RecordingBack,cam2,first,1676933377217
ToeTapInFront,leftfoot,RecordingBack,cam2,second,1676933379617
ToeTapInFront,leftfoot,RecordingForth,cam1,first,1676933368810
ToeTapInFront,leftfoot,RecordingForth,cam1,second,1676933371010
ToeTapInFront,leftfoot,RecordingForth,cam2,first,1676933368410
ToeTapInFront,leftfoot,RecordingForth,cam2,second,1676933370810
TapInward,leftfoot,RecordingBack,cam1,first,1676933289099
TapInward,leftfoot,RecordingBack,cam1,second,1676933291299
TapInward,leftfoot,RecordingBack,cam2,first,1676933289033
TapInward,leftfoot,RecordingBack,cam2,second,1676933291199
TapInward,leftfoot,RecordingForth,cam1,first,1676933279835
TapInward,leftfoot,RecordingForth,cam1,second,1676933282635
TapInward,leftfoot,RecordingForth,cam2,first,1676933279902
TapInward,leftfoot,RecordingForth,cam2,second,1676933282035
TapInward,rightfoot,RecordingBack,cam1,first,1676933267729
TapInward,rightfoot,RecordingBack,cam2,first,1676933267695
TapInward,rightfoot,RecordingBack,cam2,second,1676933269995
TapInward,rightfoot,RecordingForth,cam1,first,1676933258733
TapInward,rightfoot,RecordingForth,cam1,second,1676933260966
TapInward,rightfoot,RecordingForth,cam2,first,1676933258733
TapInward,rightfoot,RecordingForth,cam2,second,1676933260933
DraggingInFront,rightfoot,RecordingBack,cam1,first,1676933149465
DraggingInFront,rightfoot,RecordingBack,cam2,first,1676933149332
DraggingInFront,rightfoot,RecordingBack,cam2,second,1676933151732
DraggingInFront,rightfoot,RecordingForth,cam1,first,1676933140115
DraggingInFront,rightfoot,RecordingForth,cam1,second,1676933142515
DraggingInFront,rightfoot,RecordingForth,cam2,first,1676933140115
DraggingInFront,rightfoot,RecordingForth,cam2,second,1676933142615
DraggingInFront,leftfoot,RecordingBack,cam1,first,1676933127842
DraggingInFront,leftfoot,RecordingBack,cam2,first,1676933127775
DraggingInFront,leftfoot,RecordingBack,cam2,second,1676933129842
DraggingInFront,leftfoot,RecordingForth,cam1,first,1676933119012
DraggingInFront,leftfoot,RecordingForth,cam1,second,1676933121279
DraggingInFront,leftfoot,RecordingForth,cam2,first,1676933118846
DraggingInFront,leftfoot,RecordingForth,cam2,second,1676933121312
DraggingBehind,rightfoot,RecordingBack,cam1,first,1676933006312
DraggingBehind,rightfoot,RecordingBack,cam1,second,1676933008678
DraggingBehind,rightfoot,RecordingBack,cam2,first,1676933006212
DraggingBehind,rightfoot,RecordingBack,cam2,second,1676933008612
DraggingBehind,rightfoot,RecordingForth,cam1,first,1676932996883
DraggingBehind,rightfoot,RecordingForth,cam1,second,1676932999217
DraggingBehind,rightfoot,RecordingForth,cam2,first,1676932996917
DraggingBehind,rightfoot,RecordingForth,cam2,second,1676932999350
DraggingBehind,leftfoot,RecordingBack,cam1,first,1676932985899
DraggingBehind,leftfoot,RecordingBack,cam2,first,1676932985866
DraggingBehind,leftfoot,RecordingBack,cam2,second,1676932988333
DraggingBehind,leftfoot,RecordingForth,cam1,first,1676932976792
DraggingBehind,leftfoot,RecordingForth,cam1,second,1676932979292
DraggingBehind,leftfoot,RecordingForth,cam2,first,1676932976759
DraggingBehind,leftfoot,RecordingForth,cam2,second,1676932979159
Click,rightfoot,RecordingBack,cam1,first,1676932883585
Click,rightfoot,RecordingBack,cam2,first,1676932883485
Click,rightfoot,RecordingBack,cam2,second,1676932885919
Click,rightfoot,RecordingForth,cam1,first,1676932874422
Click,rightfoot,RecordingForth,cam1,second,1676932876889
Click,rightfoot,RecordingForth,cam2,first,1676932874456
Click,rightfoot,RecordingForth,cam2,second,1676932876889
Click,leftfoot,RecordingBack,cam1,first,1676932862471
Click,leftfoot,RecordingBack,cam1,second,1676932864738
Click,leftfoot,RecordingBack,cam2,first,1676932862471
Click,leftfoot,RecordingBack,cam2,second,1676932864871
Click,leftfoot,RecordingForth,cam1,first,1676932853664
Click,leftfoot,RecordingForth,cam1,second,1676932856031
Click,leftfoot,RecordingForth,cam2,first,1676932853664
Click,leftfoot,RecordingForth,cam2,second,1676932855997
MidairRotationOutwards,leftfoot,RecordingBack,cam1,first,1676932774229
MidairRotationOutwards,leftfoot,RecordingBack,cam1,second,1676932776796
MidairRotationOutwards,leftfoot,RecordingBack,cam2,first,1676932774163
MidairRotationOutwards,leftfoot,RecordingBack,cam2,second,1676932776696
MidairRotationOutwards,leftfoot,RecordingForth,cam1,first,1676932764299
MidairRotationOutwards,leftfoot,RecordingForth,cam1,second,1676932767433
MidairRotationOutwards,leftfoot,RecordingForth,cam2,first,1676932764133
MidairRotationOutwards,leftfoot,RecordingForth,cam2,second,1676932767533
MidairRotationOutwards,rightfoot,RecordingBack,cam1,first,1676932752872
MidairRotationOutwards,rightfoot,RecordingBack,cam2,first,1676932752639
MidairRotationOutwards,rightfoot,RecordingBack,cam2,second,1676932755239
MidairRotationOutwards,rightfoot,RecordingForth,cam1,first,1676932742563
MidairRotationOutwards,rightfoot,RecordingForth,cam1,second,1676932745229
MidairRotationOutwards,rightfoot,RecordingForth,cam2,first,1676932742663
MidairRotationOutwards,rightfoot,RecordingForth,cam2,second,1676932745096
ToeTapBehind,leftfoot,RecordingBack,cam1,first,1676932665928
ToeTapBehind,leftfoot,RecordingBack,cam1,second,1676932668395
ToeTapBehind,leftfoot,RecordingBack,cam2,first,1676932665828
ToeTapBehind,leftfoot,RecordingBack,cam2,second,1676932668395
ToeTapBehind,leftfoot,RecordingForth,cam1,first,1676932656965
ToeTapBehind,leftfoot,RecordingForth,cam1,second,1676932659532
ToeTapBehind,leftfoot,RecordingForth,cam2,first,1676932656965
ToeTapBehind,leftfoot,RecordingForth,cam2,second,1676932659465
ToeTapBehind,rightfoot,RecordingBack,cam1,first,1676932644448
ToeTapBehind,rightfoot,RecordingBack,cam1,second,1676932646981
ToeTapBehind,rightfoot,RecordingBack,cam2,first,1676932644348
ToeTapBehind,rightfoot,RecordingBack,cam2,second,1676932646815
ToeTapBehind,rightfoot,RecordingForth,cam1,first,1676932634731
ToeTapBehind,rightfoot,RecordingForth,cam1,second,1676932637431
ToeTapBehind,rightfoot,RecordingForth,cam2,first,1676932634697
ToeTapBehind,rightfoot,RecordingForth,cam2,second,1676932637431
MidairRotationInwards,leftfoot,RecordingBack,cam1,first,1676932538191
MidairRotationInwards,leftfoot,RecordingBack,cam1,second,1676932540525
MidairRotationInwards,leftfoot,RecordingBack,cam2,first,1676932537958
MidairRotationInwards,leftfoot,RecordingBack,cam2,second,1676932540691
MidairRotationInwards,leftfoot,RecordingForth,cam1,first,1676932528308
MidairRotationInwards,leftfoot,RecordingForth,cam1,second,1676932530774
MidairRotationInwards,leftfoot,RecordingForth,cam2,first,1676932528174
MidairRotationInwards,leftfoot,RecordingForth,cam2,second,1676932530908
MidairRotationInwards,rightfoot,RecordingBack,cam1,first,1676932516533
MidairRotationInwards,rightfoot,RecordingBack,cam2,first,1676932516500
MidairRotationInwards,rightfoot,RecordingBack,cam2,second,1676932518833
MidairRotationInwards,rightfoot,RecordingForth,cam1,first,1676932507139
MidairRotationInwards,rightfoot,RecordingForth,cam1,second,1676932509438
MidairRotationInwards,rightfoot,RecordingForth,cam2,first,1676932507139
MidairRotationInwards,rightfoot,RecordingForth,cam2,second,1676932509472
BigStep,rightfoot,RecordingBack,cam1,first,1676932394027
BigStep,rightfoot,RecordingBack,cam2,first,1676932394027
BigStep,rightfoot,RecordingBack,cam2,second,1676932396127
BigStep,rightfoot,RecordingForth,cam1,first,1676932384766
BigStep,rightfoot,RecordingForth,cam1,second,1676932387033
BigStep,rightfoot,RecordingForth,cam2,first,1676932384766
BigStep,rightfoot,RecordingForth,cam2,second,1676932387099
BigStep,leftfoot,RecordingBack,cam1,first,1676932372970
BigStep,leftfoot,RecordingBack,cam2,first,1676932373004
BigStep,leftfoot,RecordingBack,cam2,second,1676932375037
BigStep,leftfoot,RecordingForth,cam1,first,1676932364340
BigStep,leftfoot,RecordingForth,cam1,second,1676932366473
BigStep,leftfoot,RecordingForth,cam2,first,1676932364307
BigStep,leftfoot,RecordingForth,cam2,second,1676932366440
Rush,leftfoot,RecordingBack,cam1,first,1676932293380
Rush,leftfoot,RecordingBack,cam1,second,1676932295647
Rush,leftfoot,RecordingBack,cam2,first,1676932293580
Rush,leftfoot,RecordingBack,cam2,second,1676932295647
Rush,leftfoot,RecordingForth,cam1,first,1676932284641
Rush,leftfoot,RecordingForth,cam1,second,1676932286741
Rush,leftfoot,RecordingForth,cam2,first,1676932284474
Rush,leftfoot,RecordingForth,cam2,second,1676932286641
Rush,rightfoot,RecordingBack,cam1,first,1676932272255
Rush,rightfoot,RecordingBack,cam2,first,1676932272522
Rush,rightfoot,RecordingBack,cam2,second,1676932274622
Rush,rightfoot,RecordingForth,cam1,first,1676932263071
Rush,rightfoot,RecordingForth,cam1,second,1676932265471
Rush,rightfoot,RecordingForth,cam2,first,1676932263004
Rush,rightfoot,RecordingForth,cam2,second,1676932265404
